trade_date,target_slot,generated_at,actual_kst_time,schedule_lag_minutes,base_time,base_time_source,source_time,market_session,market,program_type,sell_value,buy_value,net_buy_value,sell_volume,buy_volume,net_buy_volume,unit_value,unit_volume,source,source_url,collected_at,raw_hash
2026-04-27,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,TOTAL,9298021,9950067,652045,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-24,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,ARBITRAGE,390309,395912,5603,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-24,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,NON_ARBITRAGE,9093228,7686997,-1406230,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-24,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,TOTAL,9483537,8082909,-1400628,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-23,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,ARBITRAGE,682963,789608,106645,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-23,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,NON_ARBITRAGE,10305973,10537791,231818,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-23,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,TOTAL,10988937,11327400,338463,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-22,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,ARBITRAGE,277612,271704,-5908,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-22,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,NON_ARBITRAGE,8625223,8120943,-504280,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-22,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,TOTAL,8902835,8392647,-510188,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-21,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,ARBITRAGE,341339,318922,-22416,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-21,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,NON_ARBITRAGE,7255480,8195688,940208,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-21,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,TOTAL,7596818,8514610,917792,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-02,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,ARBITRAGE,315263,220225,-95038,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-02,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,NON_ARBITRAGE,6405760,6212031,-193729,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-02,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,TOTAL,6721022,6432256,-288767,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-17,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,ARBITRAGE,392921,389833,-3088,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-17,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,NON_ARBITRAGE,7319421,5608844,-1710577,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-17,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,TOTAL,7712342,5998677,-1713665,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-16,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,ARBITRAGE,628825,790252,161427,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-16,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,NON_ARBITRAGE,7151658,7287614,135956,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-16,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,TOTAL,7780484,8077867,297383,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-15,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,ARBITRAGE,498976,678024,179048,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-15,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,NON_ARBITRAGE,9123521,9278306,154785,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-15,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,TOTAL,9622496,9956330,333834,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-14,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,ARBITRAGE,329618,496419,166800,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
